,Ch1,Ch2,Ch3,Ch4,Ch5,Ch6,Ch7,Ch8,Ch9,
1069,11,4,2,0,4,4,16,3,1,1069000
1069.1,23,4,3,1,4,5,18,3,2,1069100
1069.2,12,1,4,1,4,5,11,1,2,1069200
1069.3,18,0,6,2,7,4,25,0,3,1069300
1069.4,23,4,3,0,5,0,17,2,1,1069400
1069.5,26,3,1,1,4,4,34,1,3,1069500
1069.6,13,3,4,4,1,1,23,0,5,1069600
1069.7,19,3,4,1,3,1,32,2,4,1069700
1069.8,17,1,1,6,6,2,18,2,5,1069800
1069.9,11,1,4,4,5,3,18,2,1,1069900
1070,26,0,3,3,4,4,30,1,1,1070000
1070.1,15,2,2,3,4,0,27,0,0,1070100
1070.2,21,2,3,0,4,3,21,1,5,1070200
1070.3,19,0,8,2,5,3,20,0,4,1070300
1070.4,19,1,2,2,8,6,16,3,4,1070400
1070.5,25,1,2,5,7,3,21,0,1,1070500
1070.6,24,2,3,3,10,2,14,1,4,1070600
1070.7,15,2,1,3,3,4,16,1,3,1070700
1070.8,18,1,3,2,7,4,91,1,3,1070800
1070.9,18,2,3,3,6,5,32,2,5,1070900
1071,20,1,4,1,3,2,31,0,2,1071000
1071.1,18,2,2,3,4,3,26,1,3,1071100
1071.2,25,0,4,1,7,5,22,0,2,1071200
1071.3,14,0,5,2,4,2,24,1,3,1071300
1071.4,23,2,2,1,3,2,43,2,6,1071400
1071.5,18,2,5,1,8,3,27,1,1,1071500
1071.6,16,1,6,1,8,2,23,2,2,1071600
1071.7,16,4,2,3,3,5,24,1,5,1071700
1071.8,15,2,3,0,6,0,24,2,0,1071800
1071.9,15,1,4,5,1,6,21,1,1,1071900
1072,22,1,3,1,5,2,16,1,2,1072000
1072.1,27,1,2,4,5,0,21,0,1,1072100
1072.2,14,3,1,3,5,2,29,0,1,1072200
1072.3,22,2,2,0,6,5,36,0,2,1072300
1072.4,14,1,5,1,4,1,32,0,0,1072400
1072.5,20,2,6,0,4,5,20,0,4,1072500
1072.6,20,3,2,2,2,3,17,2,3,1072600
1072.7,23,2,1,3,3,1,14,1,3,1072700
1072.8,20,2,1,1,7,3,21,2,0,1072800
1072.9,14,1,2,6,5,6,25,0,2,1072900
1073,14,0,5,4,3,3,22,0,8,1073000
1073.1,13,1,1,1,6,3,32,2,6,1073100
1073.2,14,0,5,6,5,2,25,0,9,1073200
1073.3,19,3,2,4,7,1,18,2,3,1073300
1073.4,17,1,4,5,3,4,22,3,1,1073400
1073.5,16,5,1,1,6,1,21,3,8,1073500
1073.6,20,0,8,2,3,3,17,1,2,1073600
1073.7,17,0,4,0,5,3,15,1,4,1073700
1073.8,21,2,1,4,4,3,11,1,11,1073800
1073.9,19,2,2,4,8,1,19,1,1,1073900
1074,17,1,3,1,6,2,24,3,1,1074000
1074.1,23,3,4,2,5,5,21,1,0,1074100
1074.2,18,1,3,7,4,2,15,2,0,1074200
1074.3,21,0,3,3,9,3,20,0,2,1074300
1074.4,27,2,1,3,8,2,19,3,1,1074400
1074.5,13,2,1,1,3,5,26,0,2,1074500
1074.6,20,0,2,0,3,2,25,4,2,1074600
1074.7,18,0,2,4,5,3,23,1,5,1074700
1074.8,15,2,4,3,3,1,39,0,2,1074800
1074.9,15,2,5,5,4,1,27,0,2,1074900
1075,22,2,7,0,6,3,26,0,2,1075000
1075.1,12,2,1,1,5,5,20,1,2,1075100
1075.2,13,1,3,2,7,3,17,1,5,1075200
1075.3,16,2,2,1,5,2,15,3,4,1075300
1075.4,25,0,5,1,9,1,19,2,0,1075400
1075.5,13,4,4,0,3,1,16,3,1,1075500
1075.6,13,2,0,2,1,3,16,1,0,1075600
1075.7,17,2,3,3,3,0,21,1,3,1075700
1075.8,25,0,4,3,7,4,31,0,2,1075800
1075.9,17,4,2,0,5,1,19,1,2,1075900
1076,12,0,4,1,4,1,23,6,2,1076000
1076.1,19,0,2,2,5,2,23,1,3,1076100
1076.2,21,2,3,2,6,3,13,1,2,1076200
1076.3,14,1,1,1,5,4,24,1,1,1076300
1076.4,10,1,3,4,7,4,20,1,1,1076400
1076.5,25,2,1,1,7,6,20,1,6,1076500
1076.6,21,4,1,4,4,1,30,2,2,1076600
1076.7,20,0,0,2,7,1,21,1,3,1076700
1076.8,12,0,0,1,5,3,21,1,4,1076800
1076.9,29,2,3,0,6,0,17,0,4,1076900
1077,15,1,3,1,8,6,20,2,3,1077000
1077.1,20,2,5,3,5,2,23,1,1,1077100
1077.2,19,1,1,1,1,4,26,0,2,1077200
1077.3,16,4,3,1,6,4,30,2,3,1077300
1077.4,19,2,2,4,5,4,17,3,3,1077400
1077.5,13,2,3,2,4,1,15,1,3,1077500
1077.6,21,4,3,6,3,1,17,2,2,1077600
1077.7,28,0,3,2,4,0,15,2,1,1077700
1077.8,15,0,2,2,7,3,17,3,2,1077800
1077.9,14,1,3,1,5,4,14,1,1,1077900
1078,15,2,5,1,2,2,22,2,2,1078000
1078.1,16,2,4,5,5,2,22,1,1,1078100
1078.2,16,1,2,0,5,4,20,1,2,1078200
1078.3,19,2,4,3,1,3,11,1,2,1078300
1078.4,21,3,2,4,6,4,13,6,0,1078400
1078.5,11,1,1,3,4,4,10,1,2,1078500
1078.6,21,3,4,2,5,2,16,1,2,1078600
1078.7,15,2,4,3,3,3,29,4,0,1078700
1078.8,22,2,1,3,6,2,12,0,2,1078800
1078.9,21,3,1,2,8,3,24,1,3,1078900
1079,19,1,1,4,5,1,23,1,2,1079000
1079.1,27,1,1,1,5,3,26,2,3,1079100
1079.2,19,0,4,2,7,2,28,2,1,1079200
1079.3,19,4,6,0,2,4,18,2,1,1079300
1079.4,16,1,0,4,4,2,18,0,1,1079400
1079.5,15,1,2,3,3,2,34,3,3,1079500
1079.6,24,1,3,0,6,4,25,1,3,1079600
1079.7,19,2,3,0,2,1,29,0,2,1079700
1079.8,20,3,1,0,2,0,26,1,3,1079800
1079.9,22,1,3,1,5,2,32,0,0,1079900
1080,16,0,2,4,8,2,23,1,4,1080000
1080.1,16,2,1,3,3,2,24,3,3,1080100
1080.2,16,2,3,2,4,3,27,0,7,1080200
1080.3,12,1,2,0,3,4,21,2,0,1080300
1080.4,18,3,10,2,4,2,26,0,0,1080400
1080.5,15,1,0,2,2,3,17,3,4,1080500
1080.6,25,1,3,4,9,3,12,1,4,1080600
1080.7,15,0,2,1,1,2,27,1,4,1080700
1080.8,21,1,8,5,7,3,21,1,5,1080800
1080.9,21,0,3,3,2,2,18,0,6,1080900
1081,15,1,1,2,8,4,18,1,2,1081000
1081.1,22,3,3,2,6,3,15,1,1,1081100
1081.2,20,0,4,2,5,4,13,0,3,1081200
1081.3,18,0,1,2,6,3,22,0,1,1081300
1081.4,27,1,2,3,0,2,20,0,3,1081400
1081.5,20,2,4,0,4,3,22,1,1,1081500
1081.6,13,2,1,1,3,1,21,2,1,1081600
1081.7,21,2,3,3,2,2,22,5,3,1081700
1081.8,19,0,0,0,1,5,28,1,3,1081800
1081.9,13,0,4,3,5,7,21,1,1,1081900
1082,22,0,5,1,3,1,14,1,4,1082000
1082.1,17,1,1,2,8,4,24,3,1,1082100
1082.2,21,2,2,1,3,3,17,3,4,1082200
1082.3,12,1,7,1,1,4,22,1,3,1082300
1082.4,24,0,2,3,5,1,21,0,1,1082400
1082.5,20,1,4,0,9,5,28,0,1,1082500
1082.6,15,0,1,1,3,1,16,0,3,1082600
1082.7,19,5,3,1,2,1,11,1,1,1082700
1082.8,21,0,1,3,4,4,26,1,5,1082800
1082.9,13,2,3,2,1,3,13,0,3,1082900
1083,30,3,1,3,5,6,19,0,2,1083000
1083.1,24,1,4,2,9,4,15,1,2,1083100
1083.2,23,3,3,3,3,4,30,0,3,1083200
1083.3,16,2,1,2,6,3,32,2,2,1083300
1083.4,20,0,2,3,1,6,34,2,3,1083400
1083.5,17,1,3,3,3,2,20,0,0,1083500
1083.6,13,2,4,2,4,3,23,0,2,1083600
1083.7,18,2,8,5,5,2,24,1,3,1083700
1083.8,15,4,5,1,5,5,18,2,5,1083800
1083.9,24,2,2,1,5,3,33,2,1,1083900
1084,12,0,0,1,8,3,37,2,2,1084000
1084.1,16,3,7,2,6,4,21,1,3,1084100
1084.2,16,0,5,4,2,2,15,0,1,1084200
1084.3,16,4,1,3,9,4,25,1,4,1084300
1084.4,18,0,3,1,4,4,11,2,2,1084400
1084.5,17,0,7,2,5,4,54,0,0,1084500
1084.6,28,2,3,2,3,6,37,1,3,1084600
1084.7,18,3,3,6,3,2,27,2,4,1084700
1084.8,29,3,4,0,3,0,15,0,1,1084800
1084.9,19,2,1,3,3,5,21,0,1,1084900
1085,27,0,5,0,4,1,26,3,3,1085000
1085.1,15,2,2,1,6,1,27,1,6,1085100
1085.2,19,1,4,2,6,3,32,3,11,1085200
1085.3,16,2,1,1,5,2,19,1,7,1085300
1085.4,19,1,3,1,1,2,21,1,2,1085400
1085.5,15,1,4,2,4,4,24,3,3,1085500
1085.6,17,0,7,1,6,2,28,1,1,1085600
1085.7,25,1,4,0,4,0,13,4,4,1085700
1085.8,19,0,1,2,11,3,17,2,1,1085800
1085.9,24,3,6,2,7,1,16,0,5,1085900
1086,21,0,6,1,6,4,11,0,0,1086000
1086.1,17,0,4,0,3,2,19,1,3,1086100
1086.2,15,2,3,4,3,6,27,0,3,1086200
1086.3,21,1,2,3,5,1,12,2,3,1086300
1086.4,21,1,2,2,7,2,45,2,1,1086400
1086.5,17,6,1,1,6,2,23,1,2,1086500
1086.6,16,1,3,2,6,2,22,0,1,1086600
1086.7,23,1,2,0,3,3,24,3,3,1086700
1086.8,25,2,2,2,4,2,15,0,1,1086800
1086.9,21,0,2,4,3,4,18,1,2,1086900
1087,15,1,4,3,5,3,19,0,3,1087000
1087.1,17,0,7,3,8,2,27,1,2,1087100
1087.2,20,2,4,1,5,2,21,0,4,1087200
1087.3,19,1,3,3,11,2,19,2,8,1087300
1087.4,22,1,6,2,4,1,19,2,4,1087400
1087.5,24,2,4,2,3,5,29,3,1,1087500
1087.6,15,3,3,2,5,5,14,1,2,1087600
1087.7,15,2,3,0,4,2,19,0,1,1087700
1087.8,17,0,3,2,4,3,23,1,3,1087800
1087.9,27,1,2,2,8,3,14,0,3,1087900
1088,15,2,0,3,2,2,27,2,4,1088000
1088.1,18,0,4,1,3,9,17,1,1,1088100
1088.2,16,2,6,0,3,3,13,3,5,1088200
1088.3,16,2,3,3,5,9,13,0,3,1088300
1088.4,11,2,0,1,6,2,30,0,1,1088400
1088.5,17,0,5,3,4,5,18,0,3,1088500
1088.6,21,0,7,1,3,2,17,5,0,1088600
1088.7,20,2,0,3,5,4,22,1,3,1088700
1088.8,15,3,2,3,1,2,18,2,0,1088800
1088.9,20,1,1,5,3,3,18,2,0,1088900
1089,17,1,4,2,2,2,23,1,2,1089000
1089.1,21,1,5,3,4,1,25,0,3,1089100
1089.2,24,2,3,3,3,3,29,1,2,1089200
1089.3,10,0,4,1,3,2,22,2,1,1089300
1089.4,16,1,1,2,3,5,9,0,2,1089400
1089.5,11,1,3,2,5,3,22,2,0,1089500
1089.6,16,1,3,1,6,3,22,2,2,1089600
1089.7,19,4,2,5,4,1,26,1,5,1089700
1089.8,16,0,5,3,3,6,30,0,3,1089800
1089.9,24,1,3,2,2,5,36,1,2,1089900
1090,22,3,3,1,7,4,40,2,3,1090000
1090.1,18,2,6,3,2,2,21,0,2,1090100
1090.2,14,1,2,2,8,6,23,0,5,1090200
1090.3,15,0,4,4,7,0,28,4,1,1090300
1090.4,21,2,4,3,2,4,23,3,1,1090400
1090.5,19,2,3,1,2,3,18,0,3,1090500
1090.6,25,0,3,1,8,4,17,1,1,1090600
1090.7,22,0,2,1,4,2,32,0,4,1090700
1090.8,16,0,3,2,8,1,20,3,3,1090800
1090.9,20,1,3,1,2,9,29,1,1,1090900
1091,18,0,1,4,3,3,28,3,5,1091000
1091.1,15,2,1,2,4,2,21,0,2,1091100
1091.2,22,3,4,1,7,3,20,1,2,1091200
1091.3,16,1,4,2,4,0,21,1,3,1091300
1091.4,15,0,2,1,8,6,21,2,1,1091400
1091.5,17,3,3,5,5,7,11,1,4,1091500
1091.6,15,1,4,1,4,1,10,2,2,1091600
1091.7,9,2,4,0,5,2,19,4,2,1091700
1091.8,24,1,3,0,2,4,22,2,2,1091800
1091.9,23,1,3,5,3,1,34,1,5,1091900
1092,22,0,6,4,3,4,26,1,0,1092000
1092.1,22,0,5,1,7,0,28,0,1,1092100
1092.2,24,1,1,2,7,1,38,1,5,1092200
1092.3,16,1,3,2,4,1,24,1,1,1092300
1092.4,26,2,3,0,3,2,16,2,7,1092400
1092.5,19,0,4,3,4,3,25,0,1,1092500
1092.6,28,1,3,4,5,2,32,2,0,1092600
1092.7,11,0,6,2,5,4,16,0,1,1092700
1092.8,25,1,6,4,5,0,14,3,1,1092800
1092.9,16,2,6,2,8,2,20,2,4,1092900
1093,14,0,3,4,4,1,22,1,4,1093000
1093.1,22,0,7,4,5,2,26,1,0,1093100
1093.2,16,3,3,1,5,0,25,1,4,1093200
1093.3,18,1,2,2,8,6,23,1,1,1093300
1093.4,22,1,3,1,2,3,19,2,3,1093400
1093.5,21,1,1,3,5,5,27,3,2,1093500
1093.6,18,1,1,1,4,2,27,3,0,1093600
1093.7,14,2,4,4,3,5,20,2,2,1093700
1093.8,17,2,2,2,4,5,31,0,3,1093800
1093.9,17,2,2,3,0,0,29,0,2,1093900
1094,21,4,7,5,2,0,20,0,1,1094000
1094.1,23,4,4,2,9,4,28,1,3,1094100
1094.2,19,2,1,1,8,3,17,1,2,1094200
1094.3,16,1,1,4,2,3,29,2,5,1094300
1094.4,15,0,0,3,6,1,30,0,3,1094400
1094.5,16,0,2,1,0,3,20,1,1,1094500
1094.6,22,0,5,1,0,2,19,5,0,1094600
1094.7,18,2,0,1,3,5,26,1,0,1094700
1094.8,8,2,2,4,3,3,26,0,3,1094800
1094.9,20,2,5,2,5,5,21,0,3,1094900
1095,20,0,0,3,2,1,21,1,5,1095000
1095.1,16,0,3,3,2,7,13,2,2,1095100
1095.2,22,1,2,0,2,4,21,1,2,1095200
1095.3,15,1,2,2,4,5,12,1,4,1095300
1095.4,14,0,5,1,3,4,24,0,1,1095400
1095.5,16,1,5,2,2,1,20,0,3,1095500
1095.6,15,1,2,3,3,2,18,3,4,1095600
1095.7,16,1,0,2,4,3,35,0,3,1095700
1095.8,15,4,2,1,5,0,23,2,3,1095800
1095.9,22,0,3,1,2,4,30,2,5,1095900
1096,22,3,1,1,8,3,17,2,4,1096000
1096.1,22,0,4,1,10,3,16,1,4,1096100
1096.2,26,2,2,2,6,4,19,2,3,1096200
1096.3,15,2,3,3,1,2,19,2,1,1096300
1096.4,16,1,3,2,3,3,9,0,2,1096400
1096.5,11,2,0,2,4,1,14,1,1,1096500
1096.6,18,2,4,0,5,3,22,1,2,1096600
1096.7,20,1,1,2,8,2,20,2,4,1096700
1096.8,16,2,5,2,5,2,40,0,4,1096800
1096.9,12,0,8,2,3,4,45,1,19,1096900
1097,17,0,3,1,0,3,22,1,5,1097000
1097.1,17,1,4,0,2,2,22,1,2,1097100
1097.2,14,3,4,3,7,3,27,0,1,1097200
1097.3,17,2,3,0,7,4,27,2,1,1097300
1097.4,19,2,2,3,7,1,22,0,4,1097400
1097.5,19,1,7,1,5,2,20,0,2,1097500
1097.6,18,1,3,1,6,2,20,2,0,1097600
1097.7,18,0,1,1,9,3,30,0,4,1097700
1097.8,16,1,3,2,5,5,9,3,2,1097800
1097.9,13,1,2,4,6,2,25,1,1,1097900
1098,22,0,2,3,7,0,17,1,4,1098000
1098.1,18,1,5,2,4,1,19,1,3,1098100
1098.2,17,1,1,0,7,3,25,1,3,1098200
1098.3,16,0,1,2,1,4,16,4,4,1098300
1098.4,21,2,4,2,4,2,26,3,4,1098400
1098.5,19,2,3,0,7,2,30,2,2,1098500
1098.6,24,7,3,0,4,3,28,2,1,1098600
1098.7,19,0,4,1,9,0,23,1,3,1098700
1098.8,10,0,5,0,3,2,10,0,1,1098800
1098.9,15,3,2,2,6,2,22,0,1,1098900
1099,11,2,5,0,5,1,15,0,2,1099000
1099.1,20,4,4,2,5,0,17,0,0,1099100
1099.2,24,2,6,1,6,2,35,0,1,1099200
1099.3,26,1,3,1,1,6,33,1,2,1099300
1099.4,17,4,3,4,5,3,20,3,2,1099400
1099.5,15,1,4,1,1,3,23,1,1,1099500
1099.6,19,2,3,3,2,2,29,1,2,1099600
1099.7,14,2,1,3,1,3,23,2,2,1099700
1099.8,16,1,4,3,1,2,20,2,2,1099800
1099.9,18,2,2,3,2,4,20,2,1,1099900
1100,16,2,4,3,1,5,18,1,3,1100000
1100.1,22,2,3,1,9,2,14,1,2,1100100
1100.2,19,0,2,2,7,4,17,2,2,1100200
1100.3,18,3,5,1,7,3,21,3,2,1100300
1100.4,26,0,2,2,5,1,14,0,5,1100400
1100.5,14,0,1,2,7,5,23,1,0,1100500
1100.6,16,3,5,0,1,3,24,0,3,1100600
1100.7,17,1,2,2,4,2,20,1,5,1100700
1100.8,15,0,2,1,4,4,16,2,1,1100800
1100.9,22,2,2,0,4,4,26,1,1,1100900
1101,26,1,5,2,5,3,19,1,3,1101000
1101.1,25,2,1,0,6,1,18,0,4,1101100
1101.2,21,2,3,2,7,4,25,2,5,1101200
1101.3,18,1,3,2,3,1,22,1,0,1101300
1101.4,11,2,4,2,6,1,22,0,3,1101400
1101.5,17,1,1,3,6,1,22,0,0,1101500
1101.6,22,0,3,4,8,0,21,1,2,1101600
1101.7,16,1,1,1,6,2,22,2,2,1101700
1101.8,12,2,3,1,3,4,27,1,3,1101800
1101.9,13,5,3,0,6,1,33,0,4,1101900
1102,9,3,6,1,5,3,25,2,3,1102000
1102.1,16,2,4,1,7,1,27,1,4,1102100
1102.2,20,3,3,3,4,7,19,2,2,1102200
1102.3,13,0,2,3,3,1,20,0,0,1102300
1102.4,18,0,3,3,2,2,31,2,1,1102400
1102.5,17,1,4,2,7,4,32,1,1,1102500
1102.6,20,2,4,2,3,1,27,0,6,1102600
1102.7,14,2,3,2,6,0,26,1,5,1102700
1102.8,19,0,3,5,1,1,32,2,1,1102800
1102.9,15,2,2,2,6,2,13,2,1,1102900
1103,22,1,4,0,5,4,19,0,0,1103000
1103.1,16,2,1,0,4,4,18,0,2,1103100
1103.2,15,6,2,3,7,1,27,1,2,1103200
1103.3,18,1,3,2,5,1,25,0,1,1103300
1103.4,18,0,5,1,7,1,14,0,2,1103400
1103.5,13,0,3,3,4,4,12,1,2,1103500
1103.6,22,2,3,1,1,5,24,1,3,1103600
1103.7,20,2,4,1,7,5,16,2,4,1103700
1103.8,13,2,1,2,4,3,28,3,2,1103800
1103.9,19,1,3,0,7,3,16,1,3,1103900
1104,16,4,6,2,5,2,19,0,0,1104000
1104.1,22,0,2,1,6,2,31,0,1,1104100
1104.2,12,2,1,1,8,1,32,4,1,1104200
1104.3,16,4,1,1,2,0,29,1,2,1104300
1104.4,11,1,1,1,8,2,11,1,3,1104400
1104.5,15,3,2,1,5,2,14,2,2,1104500
1104.6,18,1,3,2,7,3,26,1,4,1104600
1104.7,14,0,0,3,5,5,21,1,1,1104700
1104.8,14,1,3,2,4,2,13,2,1,1104800
1104.9,11,3,4,2,6,5,25,1,3,1104900
1105,19,1,0,4,3,4,18,1,14,1105000
1105.1,22,2,6,4,2,3,32,0,6,1105100
1105.2,29,4,2,1,3,5,24,0,1,1105200
1105.3,21,2,1,1,10,3,16,1,3,1105300
1105.4,15,3,1,1,9,4,41,1,1,1105400
1105.5,15,2,3,2,6,1,20,1,1,1105500
1105.6,10,0,1,4,5,5,31,3,3,1105600
1105.7,24,0,4,4,5,2,14,0,3,1105700
1105.8,18,3,6,4,4,3,26,2,3,1105800
1105.9,23,0,2,3,3,5,18,0,2,1105900
1106,18,0,2,3,3,0,28,0,4,1106000
1106.1,19,1,3,0,3,3,31,1,2,1106100
1106.2,25,0,6,0,3,4,21,0,4,1106200
1106.3,22,1,2,3,2,7,13,1,4,1106300
1106.4,19,3,3,4,9,3,18,2,1,1106400
1106.5,10,1,0,0,3,1,19,0,3,1106500
1106.6,24,0,4,2,7,1,15,3,1,1106600
1106.7,17,0,3,4,2,3,25,1,3,1106700
1106.8,23,1,1,2,4,5,18,2,2,1106800
1106.9,15,0,4,3,3,3,25,1,1,1106900
1107,16,1,2,4,5,2,28,0,2,1107000
1107.1,12,4,0,2,2,4,11,1,0,1107100
1107.2,16,3,3,3,2,3,15,0,4,1107200
1107.3,20,1,3,3,4,3,21,1,5,1107300
1107.4,24,1,5,1,6,3,21,2,2,1107400
1107.5,12,2,1,0,4,5,29,2,4,1107500
1107.6,16,2,3,3,3,7,26,1,3,1107600
1107.7,16,3,3,1,5,5,30,2,0,1107700
1107.8,18,1,3,1,7,6,33,1,1,1107800
1107.9,14,1,3,4,4,4,28,4,2,1107900
1108,14,1,4,3,4,5,28,0,2,1108000
1108.1,10,0,3,2,2,2,27,2,1,1108100
1108.2,19,1,3,5,4,2,35,1,1,1108200
1108.3,16,2,1,5,4,5,21,4,2,1108300
1108.4,19,2,2,0,2,1,23,1,1,1108400
1108.5,21,1,7,3,3,2,20,0,0,1108500
1108.6,11,0,2,4,6,2,25,0,2,1108600
1108.7,14,2,4,2,5,5,21,0,3,1108700
1108.8,21,1,3,2,7,1,14,1,4,1108800
1108.9,27,2,2,5,4,1,22,0,1,1108900
1109,15,2,4,4,4,2,22,1,4,1109000
1109.1,25,1,0,6,2,4,31,1,1,1109100
1109.2,18,2,0,2,4,8,30,2,3,1109200
1109.3,21,2,6,3,6,5,19,3,2,1109300
1109.4,17,0,6,6,8,3,26,1,2,1109400
1109.5,18,0,3,1,8,2,22,2,2,1109500
1109.6,19,2,2,4,4,6,18,0,1,1109600
1109.7,20,1,2,3,7,3,26,2,1,1109700
1109.8,11,1,2,1,4,3,11,0,1,1109800
1109.9,18,3,1,2,3,3,21,1,3,1109900
1110,24,0,1,1,6,2,19,1,1,1110000
1110.1,22,0,1,1,6,5,25,0,3,1110100
1110.2,23,3,2,3,5,0,18,0,2,1110200
1110.3,19,2,4,3,2,4,18,1,7,1110300
1110.4,25,2,3,4,10,4,16,0,7,1110400
1110.5,18,2,0,1,4,5,15,0,3,1110500
1110.6,15,3,3,1,3,3,17,0,4,1110600
1110.7,21,3,3,4,3,3,26,0,1,1110700
1110.8,14,0,2,5,5,2,20,1,3,1110800
1110.9,15,1,1,2,2,3,23,1,2,1110900
1111,16,3,4,3,7,3,33,0,0,1111000
1111.1,16,3,0,2,3,5,18,2,3,1111100
1111.2,19,0,2,0,3,1,39,0,3,1111200
1111.3,25,3,1,1,5,4,10,1,0,1111300
1111.4,17,0,4,2,4,3,26,0,1,1111400
1111.5,18,1,3,1,5,4,25,1,2,1111500
1111.6,14,2,8,5,6,1,14,2,1,1111600
1111.7,19,2,2,3,4,3,23,0,3,1111700
1111.8,16,2,2,2,9,3,20,1,3,1111800
1111.9,22,2,3,0,7,0,16,1,1,1111900
1112,23,2,7,1,3,2,18,0,2,1112000
1112.1,21,1,2,2,2,5,19,1,0,1112100
1112.2,21,0,2,1,3,2,17,3,3,1112200
1112.3,17,0,3,4,2,4,24,3,1,1112300
1112.4,14,0,1,0,8,2,29,1,0,1112400
1112.5,23,3,4,5,6,2,15,4,3,1112500
1112.6,23,3,7,1,7,3,16,0,4,1112600
1112.7,20,3,3,1,7,4,17,2,3,1112700
1112.8,22,4,4,1,4,5,14,1,4,1112800
1112.9,20,0,7,3,6,3,16,1,6,1112900
1113,27,1,3,2,4,2,14,0,1,1113000
1113.1,15,1,4,4,3,1,24,1,3,1113100
1113.2,15,2,3,5,5,4,18,1,3,1113200
1113.3,12,5,2,0,6,3,18,1,1,1113300
1113.4,16,1,5,3,5,1,25,0,1,1113400
1113.5,18,1,3,4,2,3,20,1,3,1113500
1113.6,19,3,2,2,4,5,30,1,1,1113600
1113.7,13,2,3,2,6,2,39,0,3,1113700
1113.8,21,1,3,0,2,3,30,0,2,1113800
1113.9,21,1,0,4,7,2,23,0,2,1113900
1114,17,0,5,4,1,4,21,1,0,1114000
1114.1,22,3,3,1,3,0,30,0,3,1114100
1114.2,24,4,5,2,7,5,38,1,2,1114200
1114.3,18,2,5,1,4,3,20,1,3,1114300
1114.4,22,2,4,3,11,1,21,1,5,1114400
1114.5,17,1,4,0,6,3,23,3,1,1114500
1114.6,20,0,3,2,3,0,11,0,3,1114600
1114.7,13,3,3,3,3,3,20,0,3,1114700
1114.8,17,2,6,1,7,3,15,2,6,1114800
1114.9,11,2,3,1,4,2,21,2,3,1114900
1115,6,4,5,3,6,3,15,2,5,1115000
1115.1,20,1,2,3,7,1,25,0,3,1115100
1115.2,25,3,4,3,5,7,21,1,1,1115200
1115.3,17,3,4,3,3,5,20,3,2,1115300
1115.4,16,2,2,2,2,1,21,1,0,1115400
1115.5,22,1,0,0,5,2,16,0,3,1115500
1115.6,21,0,3,1,4,0,18,2,3,1115600
1115.7,15,2,4,1,4,0,29,0,0,1115700
1115.8,19,1,3,0,9,2,23,1,2,1115800
1115.9,17,2,5,1,7,6,22,1,2,1115900
1116,18,2,0,1,3,2,25,1,1,1116000
1116.1,16,0,1,2,4,0,26,2,7,1116100
1116.2,18,2,5,0,4,4,29,5,1,1116200
1116.3,19,1,3,1,5,3,18,0,2,1116300
1116.4,19,1,4,4,10,4,19,2,1,1116400
1116.5,20,0,2,1,3,0,14,1,3,1116500
1116.6,15,2,0,3,5,5,37,1,5,1116600
1116.7,13,1,3,2,5,5,21,0,1,1116700
1116.8,8,2,4,0,8,1,14,2,0,1116800
1116.9,21,1,2,3,8,1,22,2,0,1116900
1117,12,0,5,1,6,1,16,1,3,1117000
1117.1,17,1,2,0,12,1,19,1,1,1117100
1117.2,13,0,2,2,4,4,12,2,3,1117200
1117.3,15,3,5,2,3,3,23,2,1,1117300
1117.4,12,2,1,2,5,0,17,2,6,1117400
1117.5,21,1,2,0,7,5,20,1,5,1117500
1117.6,23,3,0,4,6,2,22,3,2,1117600
1117.7,16,1,3,1,4,3,28,1,3,1117700
1117.8,24,0,2,1,3,3,21,1,2,1117800
1117.9,24,3,3,4,2,4,28,0,1,1117900
1118,21,0,2,1,7,4,29,2,4,1118000
1118.1,21,0,2,4,7,4,19,0,2,1118100
1118.2,25,1,4,2,5,1,25,0,5,1118200
1118.3,23,1,3,3,4,2,28,0,2,1118300
1118.4,12,3,3,2,3,1,19,0,0,1118400
1118.5,20,1,2,4,5,3,16,2,0,1118500
1118.6,27,3,2,3,8,3,11,1,2,1118600
1118.7,12,2,0,2,7,1,20,0,5,1118700
1118.8,13,1,3,0,4,3,32,0,2,1118800
1118.9,15,2,7,3,3,0,23,0,3,1118900
1119,23,2,2,1,5,2,23,0,1,1119000
1119.1,21,4,4,1,4,3,9,0,2,1119100
1119.2,23,2,0,2,6,3,18,0,6,1119200
1119.3,17,1,5,0,2,2,20,1,2,1119300
1119.4,17,3,2,2,2,6,29,2,1,1119400
1119.5,17,1,3,2,3,4,20,2,4,1119500
1119.6,17,1,5,1,5,4,12,0,7,1119600
1119.7,14,3,2,4,5,6,20,0,0,1119700
1119.8,19,0,2,2,10,4,31,1,3,1119800
1119.9,25,1,4,3,5,1,29,1,1,1119900
1120,27,1,1,1,3,0,14,1,3,1120000
1120.1,23,0,9,2,6,5,27,2,2,1120100
1120.2,15,0,2,2,5,2,20,1,1,1120200
1120.3,16,0,4,2,6,5,19,2,4,1120300
1120.4,18,1,2,1,5,3,25,1,2,1120400
1120.5,19,1,2,1,5,4,20,1,1,1120500
1120.6,25,1,8,0,9,3,22,0,0,1120600
1120.7,24,1,1,0,2,5,22,2,3,1120700
1120.8,18,2,4,1,4,2,29,1,2,1120800
1120.9,19,1,5,2,2,3,23,3,2,1120900
